업무,공고번호-차수,분류,공고명,공고기관,수요기관,계약방법,입력일시(입찰마감일시),
용역,20200516098-01,취소,가덕 상대리 및 내수 구성리 일원 하수관로 정비사업 건설사업관리용역 사업수행능력평가서 제출,충청북도 청주시,충청북도 청주시,일반경쟁,2020/05/20 13:37(-),
용역,20200524619-00,긴급,내성천 자연성 회복방안 마련을 위한 평가 용역,환경부,환경부,일반(총액)협상에의한계약,2020/05/20 13:37(2020/06/01 12:00),
용역,20200524613-00,일반,2020 지원센터 인지도 강화 마케팅 운영 용역,(재)전라북도문화콘텐츠산업진흥원,(재)전라북도문화콘텐츠산업진흥원,제한(총액)협상에의한계약,2020/05/20 13:34(2020/05/29 15:00),
용역,20200524609-00,긴급,화학안전제도 운영·지원 체계 발전방안 연구,환경부,환경부,제한(총액)협상에의한계약,2020/05/20 13:34(2020/06/01 12:00),
용역,E012004574-00,일반,임천 가신리 행복한햇빛태양광외 2건 신규공사 감리용역(부여지사),한국전력공사,재무자재부,제한(총액),2020/05/20 13:33(2020/05/28 10:00),
용역,E012004577-00,일반,"한국철도시설공단 3,500KW 예비전원 신설공사 감리",한국전력공사,재무자재부,제한(총액),2020/05/20 13:32(2020/05/28 10:00),
용역,20200524605-00,일반,2020 드림스타트 효과성 종단연구,아동권리보장원,아동권리보장원,제한(총액)협상에의한계약,2020/05/20 13:32(2020/06/01 12:00),
용역,20200524598-00,긴급,부산 국가자원순환산업 클러스터 조성 기본계획 수립 및 타당성조사,환경부,환경부,제한(총액)협상에의한계약,2020/05/20 13:30(2020/06/01 12:00),
용역,E042000275-00,일반,하동 1~8호기 굴뚝 배출가스 자동측정기기 관리용역,한국남부발전주식회사,자재연료부,제한(총액),2020/05/20 13:29(2020/06/15 14:00),
용역,20200523399-00,긴급,청계면 하수처리장 증설 및 농어촌마을하수도 정비사업 기본 및 실시설계용역,전라남도 무안군,전라남도 무안군,지명경쟁,2020/05/20 13:27(2020/05/27 10:00),
용역,20200523783-00,일반,교통단속관리시스템 개인정보 영향평가 용역,조달청 서울지방조달청,경찰청,제한(총액)협상에의한계약,2020/05/20 13:27(2020/06/05 10:00),
용역,20200524193-00,일반,공개정보 활용방안 연구,조달청 서울지방조달청,대검찰청,수의(총액),2020/05/20 13:27(2020/05/21 11:00),
용역,20200522350-00,긴급,폐수처리설비 집수조 준설 용역,한라산업개발주식회사,한라산업개발주식회사,제한(단가),2020/05/20 13:27(2020/05/25 10:00),
용역,20200523698-00,긴급,2020년도 역사지리정보DB 구축사업,조달청 서울지방조달청,교육부 국사편찬위원회,제한(총액)협상에의한계약,2020/05/20 13:26(2020/06/05 10:00),
용역,E012004572-00,일반,인천본부 사택 신축공사 폐기물처리 위탁용역,한국전력공사,건설지원부,제한(총액),2020/05/20 13:25(2020/05/28 12:00),
용역,20200523955-00,긴급,국방인사정보체계 고도화 감리,조달청 서울지방조달청,국방부 국방전산정보원,일반(총액)협상에의한계약,2020/05/20 13:23(2020/06/16 10:00),
용역,20200524577-00,일반,서울주택도시공사 기능연속성계획 구축 및 재해경감 우수기업 인증 컨설팅 용역,서울주택도시공사,서울주택도시공사,제한(총액)협상에의한계약,2020/05/20 13:23(-),
용역,20200524563-00,일반,보험개발원 카히스토리 고객센터 위탁용역,사단법인 보험개발원,사단법인 보험개발원,일반(총액)협상에의한계약,2020/05/20 13:22(-),
용역,20200523478-02,변경,청주성신학교 통학버스 운행 소액수의 견적요청,충청북도교육청 청주성신학교,충청북도교육청 청주성신학교,제한(총액),2020/05/20 13:21(2020/05/22 17:00),
용역,20200521642-02,변경,금천구 기후변화 대응 2030 종합계획 수립 용역,서울특별시 금천구,서울특별시 금천구,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/20 13:21(2020/05/26 10:00),
용역,20200524564-00,일반,국도77호선 고성삼산삼봉 배수시설 정비공사 폐기물처리용역,경상남도 도로관리사업소,경상남도 도로관리사업소,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/20 13:21(2020/05/26 10:00),
용역,20200524566-00,일반,2020~2021년 전산자원 통합유지보수 용역,(재)경기도경제과학진흥원,(재)경기도경제과학진흥원,제한(총액)협상에의한계약,2020/05/20 13:20(2020/06/10 11:00),
용역,20200524547-00,일반,한국화학연구원 바이오화학연구센터 KOLAS 공인시험기관 인정획득 컨설팅 용역,한국화학연구원,한국화학연구원,제한(총액)협상에의한계약,2020/05/20 13:19(2020/06/01 10:00),
용역,20200522880-00,일반,부산솔빛학교 통학버스 임차용역 소액수의 견적제출 공고,부산광역시교육청 부산솔빛학교,부산광역시교육청 부산솔빛학교,수의(총액)소액수의,2020/05/20 13:17(2020/05/26 10:00),
용역,20200524556-00,일반,"수서역세권 업무, 유통 거점기능 유치전략 수립용역",서울주택도시공사,서울주택도시공사,제한(총액)협상에의한계약,2020/05/20 13:16(-),
용역,2020-02-000344-00,일반,동탄~인덕원 복선전철 제9공구 건설공사 지하안전영향평가 용역,한국철도시설공단,한국철도시설공단,일반경쟁,2020/05/20 13:15(2020/05/26 13:00),
용역,2020-02-000343-00,일반,동탄~인덕원 복선전철 제1공구 및 월곶~판교 복선전철 제8공구 건설공사 지하안전영향평가 용역,한국철도시설공단,한국철도시설공단,일반경쟁,2020/05/20 13:15(2020/05/26 13:00),
용역,E102000376-01,일반,한전KPS(주) 인재개발원 카페(매점) 임대사업자 선정 입찰,한전케이피에스주식회사,교육총무부,제한(총액),2020/05/20 13:14(2020/05/28 16:00),
용역,20200518197-00,긴급,비축품목 다변화를 위한 연구,조달청 대전지방조달청,조달청,제한(총액)협상에의한계약,2020/05/20 13:12(2020/06/02 10:00),
용역,20200524536-00,일반,탑정호 순환체계 구축사업 기본계획수립 용역,충청남도 논산시,충청남도 논산시,제한경쟁,2020/05/20 13:11(2020/05/29 14:00),
용역,2001732-00,일반,춘천권 다가구 등 매입임대주택 위탁관리용역,한국토지주택공사,한국토지주택공사,일반경쟁,2020/05/20 13:05(2020/06/01 16:00),
용역,B5202001614-00,일반,2020년 금강유역 전기설비 부식 환경조사 및 설계용역,한국수자원공사,한국수자원공사 금강경영계획처,수의계약,2020/05/20 13:00(2020/05/26 13:00),
용역,20200522987-00,일반,공주형 고령친화도시 조성 연구용역,충청남도 공주시,충청남도 공주시,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/20 12:56(2020/05/25 10:00),
용역,20200524281-00,일반,지동초 체육관 증축 소방공사 감리용역,경기도교육청 경기도수원교육지원청,경기도교육청 경기도수원교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/20 12:50(2020/05/26 10:00),
용역,20200524293-00,일반,송죽초 체육관 증축 소방공사 감리용역,경기도교육청 경기도수원교육지원청,경기도교육청 경기도수원교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/20 12:48(2020/05/26 10:00),
용역,20200521726-00,일반,CCTV 지능형 관제시스템 구축,조달청 인천지방조달청,경기도 안성시,제한(총액)협상에의한계약,2020/05/20 12:48(2020/06/11 10:00),
용역,20200522493-00,일반,선진 항공기상예보 서비스체계 구축(V),조달청 인천지방조달청,기상청 항공기상청,수의(총액),2020/05/20 12:47(2020/05/26 12:00),
용역,20200524091-00,긴급,2020년 협동조합 맞춤형 전문가(코디네이터) 양성과정 운영용역,한국사회적기업진흥원,한국사회적기업진흥원,제한(총액)협상에의한계약,2020/05/20 12:16(2020/06/02 10:00),
용역,20200524457-00,일반,2020년 강원권역 교통신호운영교차로 교통량조사 용역,도로교통공단 강원도지부,도로교통공단 강원도지부,제한(총액),2020/05/20 12:15(2020/05/29 14:00),
용역,20200524056-00,긴급,2020년도권역별 통합지원사업 사업비 정산 용역,한국사회적기업진흥원,한국사회적기업진흥원,수의(총액)소액-견적입찰(단일응찰 허용),2020/05/20 12:14(2020/05/26 10:00),
용역,20200519492-01,변경,탄소복합재 생산공정 가상현실 교육시스템,재단법인 한국탄소융합기술원,재단법인 한국탄소융합기술원,제한(총액)협상에의한계약,2020/05/20 12:09(2020/06/09 14:00),
용역,20200521218-01,취소,충주시 수도시설 개선 및 상수도 공급확대사업 기본 및 실시설계용역(PQ 제출 안내),충청북도 충주시,충청북도 충주시,일반경쟁,2020/05/20 11:51(-),
용역,20200524164-01,변경,수원구치소 평택지소 음식물류 폐기물위탁처리 입찰 공고,법무부 서울지방교정청 수원구치소 평택구치지소,법무부 서울지방교정청 수원구치소 평택구치지소,일반(단가),2020/05/20 11:50(2020/05/26 12:00),
용역,202005-010-00,일반,심사관리 기능 고도화 용역,주식회사 에스알,주식회사 에스알, ,2020/05/20 11:48(2020/05/26 14:00),
용역,20200524468-00,긴급,초전지방상수도 비상공급망구축 및 급수구역확장사업 기본및실시설계용역(긴급),경상북도 성주군,경상북도 성주군,일반경쟁,2020/05/20 11:45(-),
용역,20200524481-00,일반,면천읍성 복원정비사업 지역개발계획(변경) 및 구역지정 용역,충청남도 당진시,충청남도 당진시,일반경쟁,2020/05/20 11:44(2020/06/05 14:00),
용역,20200524482-00,일반,정선군립병원 병동 및 부속시설 신축 설계공모 공고,강원도 정선군,강원도 정선군,일반경쟁,2020/05/20 11:44(-),
용역,20200524473-00,긴급,가좌사업소 내진성능평가 용역,인천환경공단,인천환경공단,제한경쟁,2020/05/20 11:39(2020/05/27 10:00),
용역,20200517461-01,취소,난곡로 26길 주변 함께 사는 골목길 환경조성 기본 및 실시설계 용역,서울특별시 관악구,서울특별시 관악구,일반(총액)협상에의한계약,2020/05/20 11:39(2020/05/26 16:00),
용역,20200524469-00,일반,무등산규봉주상절리와지공너덜종합정비계획수립용역,전라남도 화순군,전라남도 화순군,제한(총액),2020/05/20 11:37(2020/05/28 12:00),
용역,20200524439-00,일반,개인용 차량 타사광고 허용에 관한 연구,한국지방재정공제회,한국지방재정공제회,제한(총액)규격가격동시,2020/05/20 11:36(2020/05/26 12:00),
용역,20200524464-00,긴급,목포인성학교 직업교육실 증축공사 건설폐기물 처리용역,전라남도교육청 목포인성학교,전라남도교육청 목포인성학교,수의(총액)소액수의,2020/05/20 11:34(2020/05/22 15:00),
용역,20200524427-00,긴급,수원가정법원 주변 도로정비공사 폐기물처리용역,경기도 수원시 영통구,경기도 수원시 영통구,제한(총액),2020/05/20 11:33(2020/05/26 14:00),
용역,20200524455-00,일반,[가격입찰] 삼포리천(모서지구) 하천재해예방사업 실시설계 용역,경상북도,경상북도,지명경쟁,2020/05/20 11:32(2020/05/28 10:00),
용역,20200524319-00,일반,순창북중학교 내진성능평가용역,전라북도순창교육청 순창북중학교,전라북도순창교육청 순창북중학교,제한경쟁,2020/05/20 11:32(2020/05/26 16:00),
용역,20200524460-00,일반,"서울마장초 외 2교(마장중, 금북초) 내진성능평가용역",서울특별시교육청 서울특별시성동광진교육지원청,서울특별시교육청 서울특별시성동광진교육지원청,제한경쟁,2020/05/20 11:32(2020/05/28 10:00),
용역,20200521449-01,취소,서생초 이전 부지 환경영향평가 용역,울산광역시교육청,울산광역시교육청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/20 11:31(2020/05/22 10:00),
용역,20200524431-00,일반,신재생에너지 원별 국내외 전문자료 조사 및 정책 제안,한국에너지공단,한국에너지공단,제한(총액)협상에의한계약,2020/05/20 11:30(2020/06/01 10:00),
용역,2020052001001-00,일반,남제주복합발전소 천연가스 공급시설 건설공사 폐기물처리용역,한국가스공사,한국가스공사,제한(총액),2020/05/20 11:26(2020/05/29 10:00),
용역,20200524432-00,일반,화순 학재 고택 정밀실측조사용역,전라남도 화순군,전라남도 화순군,제한(총액),2020/05/20 11:25(2020/05/25 12:00),
용역,20200523962-00,일반,2020년 통계청 업무포털 및 행정지원시스템 개선 사업,조달청 대전지방조달청,통계청,수의(총액),2020/05/20 11:24(2020/05/21 12:00),
용역,20200524428-00,일반,"2020년도 다누리배움터, 포털앱 통합유지보수(전자시담)",한국건강가정진흥원,한국건강가정진흥원,수의(총액),2020/05/20 11:23(2020/05/20 15:00),
용역,20200524183-01,변경,한산도 이충무공 유적지 종합정비계획 수립 용역,경상남도,경상남도 제승당관리사무소,제한경쟁,2020/05/20 11:21(2020/05/26 14:00),
용역,20200524149-00,일반,기후변화 정책포럼 운영,조달청 부산지방조달청,한국에너지공단,제한(총액)협상에의한계약,2020/05/20 11:21(2020/06/02 10:00),
용역,20200524409-00,긴급,KAAV 해수추진 전향기 품질향상을 위한 개선연구(재공고),국방기술품질원,국방기술품질원,제한(총액)협상에의한계약,2020/05/20 11:20(2020/06/01 10:00),
용역,20200524075-00,일반,연구성과 홍보를 위한 카드뉴스 제작,조달청 부산지방조달청,한국산업안전보건공단 산업안전보건연구원,제한(총액)협상에의한계약,2020/05/20 11:19(2020/06/02 10:00),
용역,20200524413-00,일반,충청남도 태실문화재 실태 연구용역,충청남도,충청남도,제한(총액)협상에의한계약,2020/05/20 11:19(-),
용역,20200524410-00,긴급,2020년 성장지원센터 노인일자리 컨설팅 지원사업,한국노인인력개발원,한국노인인력개발원,제한(총액)협상에의한계약,2020/05/20 11:18(2020/06/01 12:00),
용역,20200516112-01,취소,유통 수산물 유해물질 잔류조사 위탁 사업,조달청,식품의약품안전처,일반(총액)협상에의한계약,2020/05/20 11:16(2020/06/04 10:00),
용역,20200524398-00,일반,2020년 충청남도 택시 운임.요율 합리화 방안 연구용역,충청남도,충청남도,제한(총액)협상에의한계약,2020/05/20 11:15(-),
용역,20200524397-00,긴급,문화광장진입광장정비및친수공간조성사업실시설계용역,전라북도 정읍시,전라북도 정읍시,제한경쟁,2020/05/20 11:14(2020/05/26 14:00),
용역,E022000246-00,일반,"[수기,현장입찰] 2020년도 평택발전본부 액상폐유 처리 및 매각(연간단가)",한국서부발전주식회사,총무부,일반(총액),2020/05/20 11:12(2020/06/01 14:30),
용역,E022000245-00,일반,2020년도 태안 매립용 폐기물 위탁처리용역,한국서부발전주식회사,계약부,일반(총액),2020/05/20 11:11(2020/05/27 14:00),
용역,20200524245-00,일반,평가원 교육이력관리시스템 고도화,조달청 충북지방조달청,식품의약품안전처 식품의약품안전평가원,수의(총액),2020/05/20 11:11(2020/05/25 12:00),
용역,20200524101-00,긴급,2020년 세종학당 통합업무관리시스템 운영 및 기능 개선,조달청 서울지방조달청,세종학당재단,제한(총액)협상에의한계약,2020/05/20 11:10(2020/06/02 10:00),
용역,20200524314-00,일반,진동 교동마을 진입도로 확장공사 폐기물처리용역,경상남도 창원시 마산합포구,경상남도 창원시 마산합포구,수의(총액)소액수의,2020/05/20 11:10(2020/05/26 15:00),
용역,20200524380-00,일반,2020년 관세행정 통합위험관리 모델개발 감리용역,관세청,관세청,제한(총액)협상에의한계약,2020/05/20 11:10(2020/06/30 17:00),
용역,20200524345-00,일반,경상북도 근로자종합복지관 건립 입지 타당성 및 기본계획 수립 용역,경상북도,경상북도,일반경쟁,2020/05/20 11:09(2020/05/28 10:00),
용역,2020052003001-00,일반,'20~'23년 공급관리소 보안용역,한국가스공사,한국가스공사,일반(총액),2020/05/20 11:07(2020/05/27 14:00),
용역,20200523448-00,일반,국도17호선 용인시 평창리 등 9개소 절토사면 정밀안전점검용역,조달청,국토교통부 서울지방국토관리청 수원국토관리사무소,"일반경쟁(용역,PQ)",2020/05/20 11:06(2020/06/09 10:00),
용역,E092000099-00,일반,2020년도 연중휴양소 위탁운영,한국전력기술(주),수주계약팀,일반(총액),2020/05/20 11:04(2020/06/02 14:00),
용역,E012004563-00,일반,가상동기기토폴로지와 경제운전기법 분석,한국전력공사,경영지원부,제한(총액),2020/05/20 11:04(2020/06/02 14:00),
용역,20200524350-00,긴급,고질적 안전무시 관행 근절 홍보영상 제작,행정안전부,행정안전부,제한(총액)협상에의한계약,2020/05/20 11:02(2020/06/02 10:00),
용역,20200523581-00,일반,국도45호선 안성시 동항리 등 6개소 절토사면 정밀안전점검용역,국토교통부 서울지방국토관리청 수원국토관리사무소,국토교통부 서울지방국토관리청 수원국토관리사무소,제한경쟁,2020/05/20 11:01(2020/05/28 10:00),
용역,U20S074000-00,일반,한울6호기 격납건물 라이너플레이트 보수검사 및 안전등급밸브 벽두께 측정 용역,한국수력원자력주식회사,한국수력원자력(주) 한울원자력본부,일반(총액),2020/05/20 11:00(2020/05/28 11:00),
용역,20200524323-00,일반,대화매립장 침출수 처리시설 철거공사 폐기물처리용역,강원도 평창군,강원도 평창군,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/20 10:54(2020/05/26 10:00),
용역,20200524318-00,긴급,구례군 하수도정비 기본계획(변경) 수립용역(사업수행능력평가서 제출 안내),전라남도 구례군 상하수도사업소,전라남도 구례군 상하수도사업소,일반경쟁,2020/05/20 10:54(-),
용역,20200524309-00,일반,정책연구용역(금융교육 콘텐츠의 체계적 관리 및 개발에 관한 연구),금융위원회,금융위원회,제한(총액)협상에의한계약,2020/05/20 10:53(2020/06/09 10:00),
용역,20200523964-00,일반,2020년 기상레이더 홍보,조달청 서울지방조달청,기상청 기상레이더센터,제한(총액)협상에의한계약,2020/05/20 10:53(2020/06/02 10:00),
용역,E012004564-00,일반,진동S/S 이명D/L 용량부족 선로확충공사 감리용역,한국전력공사,재무자재부,제한(총액),2020/05/20 10:52(2020/05/28 10:00),
용역,20200522776-00,일반,실시간 이슈 모니터링 분석 서비스,조달청 서울지방조달청,시청자미디어재단,제한(총액)협상에의한계약,2020/05/20 10:51(2020/06/02 10:00),
용역,20200514695-01,취소,씨푸드존 및 커뮤니티공간 조성 설계용역(협상의 의한계약)[긴급],부산광역시 기장군,부산광역시 기장군,일반(총액)협상에의한계약,2020/05/20 10:49(-),
용역,20200524248-00,긴급,지하공간 거주성 증진을 위한 기술검토 및 활용계획 수립 용역(재공고),서울특별시,서울특별시,제한(총액)협상에의한계약,2020/05/20 10:48(2020/06/02 17:00),
용역,20200524121-00,긴급,온-나라 협업시스템 보안진단,조달청 대전지방조달청,행정안전부,제한(총액)협상에의한계약,2020/05/20 10:45(2020/06/02 10:00),
용역,E062000311-00,일반,고성하이화력 주제어건물 청소위생관리용역,한국남동발전(주),사업총괄부,제한(총액),2020/05/20 10:44(2020/05/27 10:00),
용역,E012004560-00,일반,NB-IoT 통신 기반 보조기기 진단지원 장치,한국전력공사,경영지원부,제한(총액),2020/05/20 10:43(2020/06/02 14:00),
용역,20200524097-00,일반,20년 경찰청 사이버교육 콘텐츠 2차 신규제작 사업,조달청 서울지방조달청,경찰청,일반(총액)협상에의한계약,2020/05/20 10:43(2020/06/30 10:00),
용역,20200523315-00,긴급,2020년 ICT활용 교수학습용 콘텐츠 개발,조달청 대전지방조달청,대전광역시교육청 대전교육정보원,제한(총액)협상에의한계약,2020/05/20 10:43(2020/06/02 10:00),
용역,20200522741-00,일반,금연상담전화 시스템 유지보수,국립암센터,국립암센터,제한(총액)협상에의한계약,2020/05/20 10:41(2020/06/04 10:00),
용역,20200524289-00,일반,자연휴양림 등 타당성 평가 개선에 관한 연구,산림청,산림청,제한(총액)협상에의한계약,2020/05/20 10:41(2020/06/01 11:00),
용역,20200524290-00,긴급,2020년 오산시 빅데이터 분석사업,경기도 오산시,경기도 오산시,일반(총액)협상에의한계약,2020/05/20 10:40(-),
용역,20200524261-00,긴급,2020년 압구정 로데오거리 야간경관 개선 공사 감리 용역,서울특별시 강남구,서울특별시 강남구,제한경쟁,2020/05/20 10:40(2020/05/26 10:00),
용역,20200474-01,변경,서울지역본부 사옥신축 건설사업관리용역,한전KDN(주),한전KDN(주),일반(총액),2020/05/20 10:40(2020/06/03 11:00),
용역,20200524238-01,취소,진동 교동마을 진입도로 확장공사 폐기물처리용역,경상남도 창원시 마산합포구,경상남도 창원시 마산합포구,수의(총액)소액수의,2020/05/20 10:39(2020/05/26 15:00),
용역,20200523331-00,일반,2020년도 국가과학기술지식정보서비스 구축 및 NTIS 데이터 연계/정제/품질관리 체계 구축,조달청,한국과학기술정보연구원,수의(총액),2020/05/20 10:35(2020/05/21 12:00),
용역,20200522935-00,일반,2020년 서남부권 소나무재선충병 방제전략 수립 연구용역,산림청 서부지방산림청 함양국유림관리소,산림청 서부지방산림청 함양국유림관리소,제한(총액)협상에의한계약,2020/05/20 10:34(2020/06/01 10:00),
용역,20200524264-00,긴급,남원(3단계) 하수관로 정비사업 폐기물 처리용역,전라북도 남원시 환경사업소,전라북도 남원시 환경사업소,일반경쟁,2020/05/20 10:34(2020/05/26 14:00),
용역,20200524232-00,일반,학산중학교 본관동 내진성능평가 용역,전라북도교육청 전라북도정읍교육청 학산중학교,전라북도교육청 전라북도정읍교육청 학산중학교,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/20 10:34(2020/05/25 10:00),
용역,20200523347-00,긴급,전자증명서 발급 유통시스템 구축 2차,조달청,한국정보화진흥원,수의(총액),2020/05/20 10:33(2020/05/21 12:00),
용역,20200524144-00,일반,"2020. 군산산북초등학교 테마식 현장체험학습 위탁용역 입찰공고[규격,가격 분리동시]",전라북도군산교육청 군산산북초등학교,전라북도군산교육청 군산산북초등학교,제한(총액)규격가격동시,2020/05/20 10:31(2020/06/01 11:00),
용역,20200523164-00,긴급,2020년 한국토지정보시스템(KLIS) 토지행정업무 지원강화 사업,조달청,국토교통부,제한(총액)협상에의한계약,2020/05/20 10:31(2020/06/19 10:00),
용역,20200524237-00,일반,인천광역시 토양보전계획(2021-2030) 수립용역,인천광역시,인천광역시,일반(총액)협상에의한계약,2020/05/20 10:30(2020/06/01 16:00),
용역,20200524244-00,일반,장풍광산 수질개선사업 정밀조사용역,한국광해관리공단,한국광해관리공단,제한경쟁,2020/05/20 10:29(2020/05/26 10:00),
용역,20200523594-00,일반,"스마트그린,벤처밸리 산업단지 용수도 건설기본 및 실시설계용역",조달청,세종특별자치시,"일반경쟁(용역,PQ)",2020/05/20 10:25(2020/06/11 10:00),
용역,20200524216-00,긴급,부귀지구(소태정) 하수관로 정비사업 폐기물처리용역,전라북도 진안군,전라북도 진안군,제한(총액),2020/05/20 10:23(2020/05/26 15:00),
용역,20200524218-00,긴급,2020년 서울장학재단 통합홍보 운영대행 용역,재단법인 서울장학재단,재단법인 서울장학재단,제한(총액)협상에의한계약,2020/05/20 10:21(2020/05/25 17:00),
용역,20200524220-00,일반,2020 해외 출원·등록 위탁용역,한국지식재산보호원,한국지식재산보호원,제한(총액)협상에의한계약,2020/05/20 10:21(2020/06/01 14:00),
용역,20200524221-00,일반,백업시스템 드라이브 증설 및 라이선스 구매,신용회복위원회,신용회복위원회,제한(총액)규격가격동시,2020/05/20 10:21(2020/05/27 11:00),
용역,20200524222-00,일반,2020년 서부경기문화창조허브 창업기업 성장지원 사업 용역,재단법인 시흥산업진흥원,재단법인 시흥산업진흥원,제한(총액)협상에의한계약,2020/05/20 10:20(-),
용역,20200524214-00,일반,(재공고) 2020년 교육시설 사업관리 종합평가 및 합동점검 위탁 용역 입찰 공고,충청남도교육청,충청남도교육청,일반(총액)협상에의한계약,2020/05/20 10:19(2020/06/01 14:00),
용역,20200524210-00,일반,담양 보촌지구 도시개발사업 조사설계용역,전남개발공사,전남개발공사,일반경쟁,2020/05/20 10:17(2020/06/24 10:00),
용역,20200523520-02,변경,영덕울진축협 종합유통센터 신축공사 입찰공고(감리용역),영덕울진축산업협동조합,영덕울진축산업협동조합,제한경쟁,2020/05/20 10:17(-),
용역,20200524209-00,일반,한국광물자원공사 해외자산매각 자문용역,한국광물자원공사,한국광물자원공사,일반(총액)협상에의한계약,2020/05/20 10:17(-),
용역,20200524204-00,일반,서울지식재산센터 2020 IP디딤돌 프로그램 아이디어 권리화 용역,(재)서울산업진흥원,(재)서울산업진흥원,제한(총액)협상에의한계약,2020/05/20 10:16(2020/06/01 15:00),
용역,E012004558-00,일반,불당리 리도 204호선 도로확장 지장주이설공사 감리용역(광주),한국전력공사,재무자재부,제한(총액),2020/05/20 10:16(2020/05/28 14:00),
용역,20200524196-00,일반,(재공고) 노사발전재단 2020년 정보시스템 보안관제 및 IDC 운영,(재)노사발전재단,(재)노사발전재단,제한(총액)협상에의한계약,2020/05/20 10:14(-),
용역,20200523309-00,긴급,미래전문기술원 설립을 위한 부동산 매입 자문 용역,조달청 부산지방조달청,한국산업안전보건공단 미래전문기술원,일반(총액)협상에의한계약,2020/05/20 10:12(2020/06/02 10:00),
용역,E012004557-00,일반,광명10R구역 주택 재개발 지장전주 감리용역(광명),한국전력공사,재무자재부,제한(총액),2020/05/20 10:12(2020/05/28 14:00),
용역,E012004559-00,일반,칠곡S/S 대비관로 설치공사 감리용역,한국전력공사,재무자재부,제한(총액),2020/05/20 10:11(2020/05/28 14:00),
용역,E012004537-00,일반,접선연소식 석탄화력 보일러 차수감소모델 개발,한국전력공사,경영지원부,일반(총액),2020/05/20 10:09(2020/06/02 14:00),
용역,20200510000-01,취소,"해수담수 1,000m3/d 용량 파일럿 플랜트 제작 및 설치를 위한 부지정지 및 인테이크 제작 연구용역",조달청 서울지방조달청,고려대학교 산학협력단,일반(총액)협상에의한계약,2020/05/20 10:09(2020/06/23 10:00),
용역,20200519882-01,취소,2020년도 성과확산추진본부 종합정보시스템 유지보수 및 기능개선,조달청 서울지방조달청,대·중소기업·농어업협력재단,제한(총액)협상에의한계약,2020/05/20 10:07(2020/05/29 10:00),
용역,20200524170-00,일반,2020년 교과용도서 우수사례 발굴 사업 용역,교육부,교육부,제한(총액)협상에의한계약,2020/05/20 10:06(2020/06/02 10:00),
용역,2001765-00,일반,(긴급)수원당수 지구외도로 노선측량용역,한국토지주택공사,한국토지주택공사,제한경쟁,2020/05/20 10:05(2020/05/26 10:00),
용역,20200524107-00,일반,충남콘텐츠기업지원센터 입주기업 스케일업 액셀러레이팅 운영,재단법인 충남문화산업진흥원,재단법인 충남문화산업진흥원,제한(총액)협상에의한계약,2020/05/20 10:02(2020/06/10 16:00),
용역,20200524161-00,일반,주민주도 마을여행 기억산책 프로그램 개발 및 운영지원 용역,경기도 안산시,경기도 안산시,제한(총액)협상에의한계약,2020/05/20 10:01(-),
용역,20200524127-01,변경,시흥창업센터 창업지원사업 용역,재단법인 시흥산업진흥원,재단법인 시흥산업진흥원,제한(총액)협상에의한계약,2020/05/20 10:01(-),
용역,20200516869-00,긴급,2020년 퇴직연금 금융상품 평가,근로복지공단 근로복지연구원,근로복지공단 근로복지연구원,제한(총액)협상에의한계약,2020/05/20 10:00(2020/06/01 10:00),
용역,20200519273-00,일반,한국도자재단 도자 온라인 비즈니스 플랫폼 구축용역 제안공모(재공고),재단법인 한국도자재단,재단법인 한국도자재단,일반(총액)협상에의한계약,2020/05/20 10:00(-),
용역,20200524153-00,일반,Inside 3D Printing Conference & Expo 2020 조립부스 및 부대시설 장치공사,주식회사킨텍스,주식회사킨텍스,제한(총액),2020/05/20 10:00(2020/05/28 10:00),
용역,B5202001617-00,일반,사이버 학습콘텐츠 개발 및 변환 용역,한국수자원공사,한국수자원공사 인재개발원,제한경쟁,2020/05/20 10:00(2020/05/28 14:00),
용역,B5202001604-00,취소,구미 하이테크밸리(2단계) 지장물 철거공사 건설폐기물(혼합) 처리용역,한국수자원공사,한국수자원공사 구미사업단,일반경쟁,2020/05/20 10:00(2020/05/26 17:00),
용역,B5202001609-01,변경,2020년 의성군 안계(2) 급수구역 누수탐사용역(6차),한국수자원공사,한국수자원공사 경북지역협력단,제한경쟁,2020/05/20 10:00(2020/05/26 17:00),
용역,B5202001610-00,일반,2020년 의성군 안계(1) 급수구역 누수탐사용역(6차),한국수자원공사,한국수자원공사 경북지역협력단,제한경쟁,2020/05/20 10:00(2020/05/26 17:00),
용역,B5202001611-00,일반,2020년 의성군 단촌통합 급수구역 누수탐사용역(6차),한국수자원공사,한국수자원공사 경북지역협력단,제한경쟁,2020/05/20 10:00(2020/05/26 17:00),
